Seating Interest (Sidewalk/Roadway/Both),Restaurant Name,Bulding Number,Borough,Postcode,Business Address,Latitude,Longitude
both,andrews coffee shop,463,Manhattan,10018,"463 7th Avenue, Manhattan, NY",40.751749,-73.990057
roadway,Joe and Sal's Pizzeria,353,Brooklyn,11205,"353 Myrtle Ave, Brooklyn, NY",40.693227,-73.972103
sidewalk,Full Moon Pizza,600,Bronx,10458,"600 187st, Bronx, NY",,
sidewalk,Park Plaza Restaurant,220,Brooklyn,11201,"220 Cadman Plaza West, Brooklyn, NY",40.697853,-73.991435
roadway,Full Moon pizza,600,Bronx,10458,"600 187st, Bronx, NY",,
sidewalk,Catania’s pizza cafe,2307,Bronx,10458,"2307 Arthur ave, Bronx, NY",40.853756,-73.889134
both,Cobble hill coffee shop,314,Brooklyn,11237,"314 Court , Brooklyn, NY",,
sidewalk,Hectors cafe diner,44,Manhattan,10014,"44  Littel west 12 street, Manhattan, NY",,
sidewalk,taco inn,1495,Manhattan,10033,"1495 Saint nicholas , Manhattan, NY",,
both,Joe and Sal's Pizza,842,Brooklyn,11225,"842 Franklin Ave, Brooklyn, NY",40.669267,-73.958487
both,Il Corallo Trattoria,172-4,Manhattan,10012,"172-4 Prince, Manhattan, NY",,
both,LENA,1 west,Manhattan,10011,"1 west 8 street, Manhattan, NY",40.732366,-73.996594
both,101 Wilson Bar,101,Brooklyn,11237,"101  Wilson Avenue, Brooklyn, NY",40.701505,-73.927119
sidewalk,PIER 76,76,Staten Island,10301,"76  BAY STREET, Staten Island, NY",40.640292,-74.075628
sidewalk,Seba Seba,79 28,Queens,11372,"79 28 37th Av, Queens, NY",40.749481,-73.886771
both,Bluestone Lane,51,Manhattan,10003,"51  Astor Place, Manhattan, NY",40.730183,-73.99046
sidewalk,One Girl Cookies,33,Brooklyn,11201,"33 Main St, Brooklyn, NY",40.703339,-73.990659
both,Lena,137,Manhattan,10002,"137 eldridge, Manhattan, NY",,
sidewalk,Bluestone Lane,55,Brooklyn,11201,"55 Prospect Street, Brooklyn, NY",40.700704,-73.988463
sidewalk,El nuevo Tina Restaurant,511,Manhattan,10027,"511 W 125th , Manhattan, NY",,
roadway,Bluestone Lane,435,Manhattan,10001,"435 West 31st Street, Manhattan, NY",40.751916,-73.998686
sidewalk,Filled Cafe & Silogan,400,Staten Island,10301,"400 Victory Blvd, Store D, Staten Island, NY",40.632665,-74.086785
roadway,Bluestone Lane,30,Manhattan,10014,"30  Carmine Street, Manhattan, NY",40.73017,-74.002933
roadway,Bluestone Lane,55,Manhattan,10014,"55 Greenwich Ave, Manhattan, NY",40.735829,-74.000678
both,CINDERELLA STORY,8,Brooklyn,11249,"8 BERRY STREET, Brooklyn, NY",40.722259,-73.955117
roadway,Bluestone Lane,2,Manhattan,10128,"2  East 90th Street, Manhattan, NY",40.783976,-73.958329
both,Tia Pol,205,Manhattan,10011,"205 10 th Avenue, Manhattan, NY",,
both,Virginia's,647,Manhattan,10009,"647 East 11 Street, Manhattan, NY",40.72672,-73.977678
both,Jimmy Ryan's,3005,Bronx,10461,"3005 Middletown Rd., Bronx, NY",40.843943,-73.83018
roadway,Bluestone Lane,417,Manhattan,10024,"417  Amsterdam Avenue, Manhattan, NY",40.783723,-73.97789
roadway,Bluestone Lane,19,Manhattan,10012,"19  Kenmare Street, Manhattan, NY",40.720541,-73.994682
sidewalk,Don Nico,9014,Queens,11432,"9014 161 Street, Queens, NY",40.705196,-73.799274
both,La Bonbonniere Resturant,28,Manhattan,10014,"28  8TH Avy, Manhattan, NY",,
both,THE ADIRONDACK,1241,Brooklyn,11218,"1241 PROSPECT AVE, Brooklyn, NY",40.65254,-73.976027
both,Mike's Deli/Arthur Avenue Caterers,2344,Bronx,10458,"2344 arthur avenue, Bronx, NY",40.854247,-73.888674
sidewalk,El cafetal bakery,10225,Queens,11418,"10225 Jamaica ave, Queens, NY",40.695182,-73.844447
both,Arthur Avenue Italian Deli INC Mike's Deli,2331,Bronx,10458,"2331 Hughes Ave , Bronx, NY",40.854001,-73.887887
both,The Skillman,4520,Queens,11104,"4520   skillman ave, Queens, NY",40.746634,-73.918672
sidewalk,texas rotisserie & grill,2581,Manhattan,10025,"2581 Broadway , Manhattan, NY",40.795469,-73.971197
both,Sabor ecuatoriano bakery,40-42 82,Queens,11373,"40-42 82 Elmhurst NY , Queens, NY",,
roadway,Petite Boucherie,4,Manhattan,10014,"4 Gay St, Manhattan, NY",40.733365,-74.000624
sidewalk,bagelexpress 2,1228,Manhattan,10065,"1228   2 ave between 64st-65st, Manhattan, NY",40.763993,-73.961865
both,GAETANAS,143,Manhattan,10014,"143  CHRISTOPHER STREET, Manhattan, NY",40.732829,-74.007693
sidewalk,THE NEST FINE DESSERT,35300060,Queens,11385,"035300060 6672 Fresh Pond Rd, Queens, NY",,
sidewalk,Estrellita Mixteca,1813,Bronx,10471,"1813  Westchester Ave., Bronx, NY",40.832042,-73.865805
sidewalk,TUFFET,286,Brooklyn,11211,"286  Graham Ave, Brooklyn, NY",40.712098,-73.943974
both,Now And Then NYC,290,Brooklyn,11206,"290 Meserole St,, Brooklyn, NY",40.708713,-73.936507
roadway,Petite Boucherie,4,Manhattan,10014,"4 Christopher St, Manhattan, NY",40.734034,-73.999856
sidewalk,Kuu,1275,Manhattan,10065,"1275 1 Ave, Manhattan, NY",40.765671,-73.957568
both,GAETANAS,143,Manhattan,10014,"143 CHRISTOPHER ST, Manhattan, NY",40.732829,-74.007693
both,The Counter,1451,Manhattan,10036,"1451 Broadway, Manhattan, NY",40.755152,-73.986613
sidewalk,Barzola restaurant,9520,Queens,11369,"9520  Astoria Blvd, Queens, NY",40.762763,-73.873922
sidewalk,"O""CAFE",482,Manhattan,10011,"482 Avenue of The Americas, Manhattan, NY",40.735934,-73.997867
sidewalk,Wanpaku,621,Brooklyn,11222,"621 Manhattan Ave, Brooklyn, NY",40.723465,-73.950621
sidewalk,Three Guys Restaurant,49,Manhattan,10029,"49 E 96th , Manhattan, NY",,
both,Punto ecuatoriano bakery,86-30,Queens,11372,"86-30 Jackson heights ny, Queens, NY",,
roadway,Yes Chef Wine Bar,44-10,Queens,11103,"44-10 30 th Ave, Queens, NY",,
both,VICTOR'S CAFE,236,Manhattan,10019,"236 west 52nd st, Manhattan, NY",40.762968,-73.983853
both,forgtmenot,138,Manhattan,10002,"138  division street, Manhattan, NY",40.714469,-73.991577
sidewalk,The Buren,1223,Brooklyn,11221,"1223 Broadway, Brooklyn, NY",40.69187,-73.926196
both,Jack Demseys,36,Manhattan,10001,"36 West 33rd, Manhattan, NY",,
sidewalk,The Celtic Cove,29-01,Queens,11358,"29-01 Francis Lewis Blvd, Queens, NY",40.770269,-73.793049
both,Contra,138,Manhattan,10002,"138  Orchard Street, Manhattan, NY",40.720025,-73.989246
sidewalk,Towne Deli & Pizzeria,5373,Staten Island,10307,"5373 arthur kill road, Staten Island, NY",40.513376,-74.248014
sidewalk,Saltydog,7509 3rd,Brooklyn,11209,"7509 3rd  3rd Avenue , Brooklyn, NY",,
both,TILLYS,1223,Brooklyn,11216,"1223 BEDFORD AVE, Brooklyn, NY",40.681496,-73.953526
sidewalk,Lombardo’s of Bay ridge,279,Brooklyn,11209,"279 71st street, Brooklyn, NY",40.634393,-74.027458
both,TILLYS,1223,Brooklyn,11216,"1223 BEDFORD AVE, Brooklyn, NY",40.681496,-73.953526
both,Ñaño Ecuadorian Kitchen,691,Manhattan,10036,"691 Tenth Avenue, Manhattan, NY",40.763123,-73.992943
sidewalk,Kaylee's Creamery,115,Manhattan,10016,"115 East 27th Street, Manhattan, NY",40.742372,-73.983714
both,Island Cz Cafe,743,Brooklyn,11238,"743 Franklin Avenue, Brooklyn, NY",40.673425,-73.956963
both,Butch and Coco Cafe,153,Brooklyn,11233,"153  Howard Avenue, Brooklyn, NY",40.68327,-73.920054
sidewalk,18th Ward Brewpub,300,Brooklyn,11222,"300  Richardson St, Brooklyn, NY",40.719672,-73.939657
sidewalk,Refriedbeans Mexican Grill,591,Manhattan,10033,"591  Fort Washington Avenue, Manhattan, NY",40.85467,-73.937037
both,P. J. Horgan's,4902,Queens,11377,"4902  Skillman Avenue, Queens, NY",40.746223,-73.915081
both,Rosatoro,35-02,Queens,11105,"35-02 Ditmars, Queens, NY",,
both,The Pressbox,932,Manhattan,10022,"932 2 avenue, Manhattan, NY",40.754536,-73.968757
both,Kaieteur express,12004,Queens,11419,"12004  Liberty Ave, Queens, NY",40.686606,-73.823193
sidewalk,Grill Point,69-54,Queens,11367,"69-54 Main Street, Queens, NY",40.729936,-73.823435
both,glasserie,95,Brooklyn,11222,"95 commercial street, Brooklyn, NY",40.737666,-73.956049
both,El Portón Bar & Mexican Restaurant,3151,Manhattan,10027,"3151 Broadway , Manhattan, NY",40.814322,-73.9593
both,68 Jay Street Bar,68,Brooklyn,11201,"68 Jay Street, Brooklyn, NY",40.702763,-73.986681
both,Little purity,390,Brooklyn,11215,"390  7th Avenue , Brooklyn, NY",40.665186,-73.983019
sidewalk,Sidewalk Cafe,1520,Manhattan,10006,"1520 Park Ave, Manhattan, NY",40.79568,-73.945883
both,TabeTomo,131,Manhattan,10009,"131 Avenue A, Manhattan, NY",40.72682,-73.982992
roadway,Jimbo Slims,524,Brooklyn,11222,"524 Graham Ave, Brooklyn, NY",40.720897,-73.946564
both,Olympia Wine Bar,54,Brooklyn,11201,"54 Jay Street, Brooklyn, NY",40.703265,-73.986648
both,TEST,724,Brooklyn,11220,"724 53rd Street, Brooklyn, NY",40.64033,-74.006958
sidewalk,18th Ward Brewpub,300,Brooklyn,11222,"300 Richardson St, Brooklyn, NY",40.719672,-73.939657
both,Wildair,140-142,Manhattan,10002,"140-142 Orchard Street, Manhattan, NY",40.720091,-73.989213
sidewalk,hudson bagel,691,Manhattan,10036,"691 9 ave , Manhattan, NY",40.761926,-73.990098
sidewalk,Kuu Ramen,20,Manhattan,10038,"20 John St, Manhattan, NY",40.709845,-74.008877
sidewalk,battista ristorante,4604,Brooklyn,11234,"4604  Avenue N, Brooklyn, NY",40.618714,-73.930585
sidewalk,The Way Cafe,1015,Bronx,10472,"1015 Castle Hill Ave, Bronx, NY",40.827961,-73.850127
both,EmpanadasMix,8103,Queens,11372,"8103  Northen blvd, Queens, NY",,
roadway,IHOP,11000,Brooklyn,11207,"11000 Flatlands Ave, Brooklyn, NY",40.650185,-73.891062
both,MANOR OKTOBERFEST FOREST HILLS,7311,Queens,11375,"7311 Yellowstone Blvd, Queens, NY",40.717669,-73.857009
both,Arepasburger,8105,Queens,11372,"8105 Northen blvd, Queens, NY",,
both,Cafe to go,2858,Queens,11102,"2858 32nd st, Queens, NY",40.766812,-73.920358
both,IZZY ROSE,214,Brooklyn,11238,"214  GREENE AVE , Brooklyn, NY",40.687055,-73.962785
sidewalk,Austin Ale House,82-70,Queens,11415,"82-70 Austin Street , Queens, NY",40.709637,-73.830025
sidewalk,Underhill,760,Brooklyn,11238,"760 Dean Street, Brooklyn, NY",40.679548,-73.96492
sidewalk,daily bagel,1111,Manhattan,10065,"1111 1 ave, Manhattan, NY",40.760767,-73.961145
sidewalk,CLEMENTINE BAKERY,395,Brooklyn,11238,"395  CLASSON , Brooklyn, NY",,
both,Terravita Corp.,4193,Manhattan,10033,"4193  Broadway, Manhattan, NY",40.848113,-73.937809
sidewalk,Haizea,142,Manhattan,10012,"142 Sullivan St., Manhattan, NY",40.726983,-74.001959
both,Page plaza diner,75,Staten Island,10309,"75 Page avenue , Staten Island, NY",40.52233,-74.234962
both,JDs Saloon,207-11,Queens,11361,"207-11 35th ave, Queens, NY",40.767262,-73.780795
sidewalk,Copper Kettle,5024,Queens,11377,"5024 Skillman Ave., Queens, NY",40.746096,-73.914002
sidewalk,BAGEL BIN,4183908,Queens,11421,"4183908  8610 JAMAICA AVENUE, Queens, NY",,
sidewalk,Renee’s kitchenette and grill,69-14,Queens,11377,"69-14 Roosevelt Avenue , Queens, NY",40.74635,-73.896098
sidewalk,Vanilla cafe,87-01,Queens,11732,"87-01 Roosevelt ave, Queens, NY",40.748145,-73.879154
sidewalk,Killarney Rose,80,Manhattan,10005,"80 Beaver Street, Manhattan, NY",40.705346,-74.008692
both,Bagel pub,57,Brooklyn,11217,"57 7th ave, Brooklyn, NY",40.675837,-73.974512
sidewalk,D'Amico Coffee Inc,309-311,Brooklyn,11231,"309-311 Court Street, Brooklyn, NY",40.683533,-73.995324
both,DONATOS,50 22,Queens,11377,"50 22  39TH AVE, Queens, NY",40.74884,-73.913075
both,Hughes tavern,1682,Manhattan,10128,"1682 1st ave , Manhattan, NY",40.777925,-73.948598
sidewalk,Saffron Restaurant,161-50,Queens,11414,"161-50  Crossbay Blvd., Queens, NY",40.654982,-73.83885
sidewalk,Brothers Bakery Cafe,2155,Manhattan,10029,"2155 Second Avenue, Manhattan, NY",40.793673,-73.940226
sidewalk,Killarney Rose,127,Manhattan,10005,"127  Pearl Street, Manhattan, NY",40.705063,-74.008537
both,Bea,403,Manhattan,10036,"403 43rd st, Manhattan, NY",,
both,bedford cafe and restaurant,1,Bronx,10468,"1 bedford park BLVD, Bronx, NY",40.873295,-73.889254
both,DONATOS,50 22,Queens,11377,"50 22 39TH AVE, Queens, NY",40.74884,-73.913075
sidewalk,Diamond Dogs,34-04,Queens,11106,"34-04 31st Avenue, Queens, NY",40.763126,-73.920944
sidewalk,Franks Tavern,5511,Brooklyn,11234,"5511 Ave N , Brooklyn, NY",40.619271,-73.92186
sidewalk,City diner,2441,Manhattan,10024,"2441 Broadway, Manhattan, NY",40.790941,-73.974507
both,FOB ONE LLC,271,Brooklyn,11231,"271  Smith, Brooklyn, NY",,
sidewalk,Ariccia,14-16,Manhattan,10014,"14-16  Bedford Street, Manhattan, NY",40.72908,-74.003493
sidewalk,Joe & Pat’s Pizzeria & Restaurant,1758,Staten Island,10314,"1758 Victory Blvd, Staten Island, NY",40.613098,-74.122172
both,Rice N Beans,3086,Queens,11377,"3086  51st street BLDG 5 , Queens, NY",40.757262,-73.907765
both,national restaurant and coffee shop,2020-06-08T00:00:00.000,Bronx,10468,"6-8 bedford park blvd, Bronx, NY",,
both,SOCARRAT MIDTOWN,1902-08-10T00:00:00.000,Manhattan,10022,"953 2 AVE , Manhattan, NY",40.75522,-73.968287
both,CLANDESTINO,1900-02-04T00:00:00.000,Manhattan,10002,"35 CANAL, Manhattan, NY",,
both,Cielo Ristorante,1903-12-05T00:00:00.000,Staten Island,10305,"1435 Hylan Boulevard , Staten Island, NY",40.593329,-74.086942
both,BK9,1900-03-02T00:00:00.000,Brooklyn,11217,"62 5th Avenue, Brooklyn, NY",40.681149,-73.977264
both,Highbury Pub,1902-09-28T00:00:00.000,Brooklyn,11218,"1002 Cortelyou Rd, Brooklyn, NY",40.639314,-73.968642
sidewalk,kennedy's Restaurant,1901-02-09T00:00:00.000,Queens,11697,"406 Bayside, Queens, NY",40.561495,-73.920643
both,Attraversa,14-16,Manhattan,10014,"14-16  Bedford, Manhattan, NY",,
both,Melanie’s Roti & Grill Restuarant Inc.,1903-06-01T00:00:00.000,Bronx,10462,"1248 Castle Hill AvenueHi , Bronx, NY",,
roadway,Lulu's Nurse Bettie,1900-04-15T00:00:00.000,Manhattan,10002,"106 Norfolk Street, Manhattan, NY",40.71891,-73.987078
both,Jackdaw,1900-07-31T00:00:00.000,Manhattan,10003,"213 Second avenue , Manhattan, NY",40.731827,-73.985336
sidewalk,Elizas local,1900-01-02T00:00:00.000,Manhattan,10003,"2 St marks place, Manhattan, NY",40.729401,-73.989573
sidewalk,McDonald's,1907-06-18T00:00:00.000,Manhattan,10025,"2726 BROADWAY, Manhattan, NY",40.800093,-73.968089
both,Cositas ricas,79-19,Queens,11372,"79-19 Roosevelt Ave, Queens, NY",40.747378,-73.88646
both,Michaelangelo's Brick Oven Restaurant,1906-10-12T00:00:00.000,Bronx,10458,"2477 Arthur Ave, Bronx, NY",40.857173,-73.886197
sidewalk,Nicks Garden Coffee Shop,1908-01-31T00:00:00.000,Bronx,10458,"2953 Webster ave , Bronx, NY",40.867597,-73.883088
sidewalk,Shuya Cafe de Ramen,42-13,Queens,11103,"42-13 Broadway , Queens, NY",40.758142,-73.91721
sidewalk,Karaoke Boho,1900-07-04T00:00:00.000,Manhattan,10014,"186 West 4th street, Manhattan, NY",40.732599,-74.001923
both,Lot45,1901-02-14T00:00:00.000,Brooklyn,11237,"411 Troutman Street, Brooklyn, NY",40.706948,-73.9225
both,Hart Bar,1901-06-21T00:00:00.000,Brooklyn,11211,"538 Hart St., Brooklyn, NY",40.696539,-73.929869
both,Doe's Place,1900-06-02T00:00:00.000,Staten Island,10308,"154 Mansion Ave, Staten Island, NY",40.544308,-74.140907
sidewalk,Copacabana Grill Inc,31-13,Queens,11106,"31-13  36 ave, Queens, NY",40.756501,-73.929557
sidewalk,Tony Luke's,1900-01-06T00:00:00.000,Brooklyn,11217,"6  Flatbush ave, Brooklyn, NY",40.688777,-73.980864
both,No fun,1900-06-09T00:00:00.000,Manhattan,10002,"161  Ludlow street , Manhattan, NY",40.721411,-73.987694
both,Paulinas Food Mart,1906-10-14T00:00:00.000,Bronx,10458,"2479 Arthur Ave , Bronx, NY",40.857206,-73.886172
sidewalk,The Mac Shack,1902-06-19T00:00:00.000,Brooklyn,11238,"901  Fulton street, Brooklyn, NY",40.683578,-73.967272
both,WOLF AND DEER,1900-03-14T00:00:00.000,Brooklyn,11217,"74 5TH AVENUE, Brooklyn, NY",40.680732,-73.977546
sidewalk,86-06 SANGUCHERIA INC. DBA: MISTURA PERUANA SANGUCHERIA,1923-07-24T00:00:00.000,Queens,11421,"8606  JAMAICA AVENUE, Queens, NY",40.692583,-73.8579
both,Hot Potato House,1900-04-18T00:00:00.000,Brooklyn,11235,"109 Oriental Blvd, Brooklyn, NY",40.576924,-73.952573
both,BHATTI INDIAN GRILL,1900-04-09T00:00:00.000,Manhattan,10016,"100 100 lexington ave, Manhattan, NY",,
sidewalk,Tina's Place,1902-09-28T00:00:00.000,Brooklyn,11206,"1002 Flushing Avenue, Brooklyn, NY",40.703731,-73.931236
both,BLVD Wine Bar,1912-12-02T00:00:00.000,Queens,11109,"4720  Center Boulevard, Queens, NY",40.745615,-73.957162
sidewalk,Donovan's Pub,57-24,Queens,11377,"57-24 Roosevelt Avenue, Queens, NY",40.745355,-73.907237
both,Champignon,200-202,Manhattan,10011,"200-202  7th Ave, Manhattan, NY",40.743185,-73.996319
both,Terraza 7 Train Café Corp,1911-01-01T00:00:00.000,Queens,11373,"4019 Gleane Street, Queens, NY",40.74733,-73.881794
both,The Copper Still,1900-07-24T00:00:00.000,Manhattan,10011,"206 7th Ave, Manhattan, NY",40.743303,-73.996232
both,North Fork Restaurant,1900-05-01T00:00:00.000,Manhattan,10014,"122  Christopher Street, Manhattan, NY",40.733161,-74.00573
both,Codino,1900-03-02T00:00:00.000,Manhattan,10014,"62 Carmine Street, Manhattan, NY",40.729774,-74.004211
both,Metro Diner,1907-03-25T00:00:00.000,Manhattan,10025,"2641 Broadway, Manhattan, NY",40.797313,-73.969857
both,El Mero Mero Restaurant,35-57,Queens,11101,"35-57 38th street , Queens, NY",40.754652,-73.923585
both,Cocoa Grinder,1923-04-20T00:00:00.000,Brooklyn,11209,"8511 3rd Avenue , Brooklyn, NY",40.624132,-74.030775
roadway,Lizzie Kings,75 a,Brooklyn,11217,"75 a  5th Ave, Brooklyn, NY",40.680444,-73.977715
both,regina's grocery,1900-01-27T00:00:00.000,Manhattan,10002,"27 orchard street, Manhattan, NY",40.715518,-73.991581
both,Cocoa Grinder,1925-06-19T00:00:00.000,Brooklyn,11209,"9302 4th Avenue , Brooklyn, NY",40.617441,-74.030552
sidewalk,skylightdiner,1901-02-05T00:00:00.000,Manhattan,10001,"402 34 st, Manhattan, NY",,
both,Merriweather Coffee + Kitchen,1901-03-03T00:00:00.000,Manhattan,10014,"428 Hudson Street, Manhattan, NY",40.730636,-74.006776
roadway,Seamore's,1900-06-09T00:00:00.000,Manhattan,10011,"161  8th Avenue, Manhattan, NY",40.742346,-74.00065
both,Baron's,1901-07-17T00:00:00.000,Brooklyn,11205,"564  dekalb av., Brooklyn, NY",40.691067,-73.953981
sidewalk,Village Creperie,1901-03-20T00:00:00.000,Manhattan,10009,"445  East 9th street, Manhattan, NY",40.727405,-73.982978
both,Briciola,1901-01-04T00:00:00.000,Manhattan,10019,"370 w 51st, Manhattan, NY",,
both,Cocoa Grinder,1918-09-05T00:00:00.000,Brooklyn,11209,"6823 Bay Ridge Avenue , Brooklyn, NY",,
both,bibi wine bar,1900-07-29T00:00:00.000,Manhattan,10009,"211 East 4th St., Manhattan, NY",40.723757,-73.983621
sidewalk,Palm Restaurant - Tribeca,1900-07-18T00:00:00.000,Manhattan,10282,"200 206 West St., Manhattan, NY",,
sidewalk,Super Taco deli restaurant corp.,1900-09-17T00:00:00.000,Brooklyn,11223,"261  kings highway, Brooklyn, NY",40.605273,-73.98096
roadway,Five Leaves,1900-01-18T00:00:00.000,Brooklyn,11222,"18 Bedford, Brooklyn, NY",,
both,Fritebar,1923-04-12T00:00:00.000,Brooklyn,11209,"8503 3rd Avenue , Brooklyn, NY",40.624182,-74.030753
both,Reception Bar,1900-02-14T00:00:00.000,Manhattan,10002,"45 Orchard Street, Manhattan, NY",40.716341,-73.991158
both,Maracuja,1900-10-05T00:00:00.000,Brooklyn,11211,"279 Grand Street, Brooklyn, NY",40.713084,-73.957692
sidewalk,Yia Yia's Taverna,1902-10-31T00:00:00.000,Brooklyn,11237,"1035 Flushing Avenue, Brooklyn, NY",40.703884,-73.930896
both,EMPORIUM BRASIL,1900-01-15T00:00:00.000,Manhattan,10036,"15 WEST 46TH ST, Manhattan, NY",40.756378,-73.979826
both,Barboncino,1902-02-19T00:00:00.000,Brooklyn,11249,"781 Franklin Avenu, Brooklyn, NY",40.672138,-73.957429
both,Cotenna,1900-01-21T00:00:00.000,Manhattan,10014,"21 bedford Street, Manhattan, NY",40.729124,-74.003539
sidewalk,SALT AND PEPPER,139 WEST,Manhattan,10001,"139 WEST 33RD STREET , Manhattan, NY",40.749638,-73.989443
both,HUB THAI,103-105,Manhattan,10009,"103-105 Avenue A, Manhattan, NY",40.725796,-73.983736
sidewalk,Heylis pizza & restaurant Corp,1920-01-13T00:00:00.000,Queens,11368,"7318  Northern Blvd, Queens, NY",40.7547,-73.893475
both,bricolage vietnamese gastropub,1900-06-10T00:00:00.000,Brooklyn,11217,"162 5th avenue, Brooklyn, NY",40.677877,-73.979479
sidewalk,NUEVO TACOS AL SUADERO,97-22,Queens,11368,"97-22 ROOSEVELT AVE , Queens, NY",40.749291,-73.868166
sidewalk,Walia,1900-04-08T00:00:00.000,Manhattan,10013,"99 Hudson Street, Manhattan, NY",40.718974,-74.00877
sidewalk,Chavela's,1902-01-05T00:00:00.000,Brooklyn,11238,"736 Franklin Avenue, Brooklyn, NY",40.67343,-73.956981
sidewalk,PATE PALO,251-53,Manhattan,10034,"251-53 251 Dyckman Street, Manhattan, NY",,
both,Attraversa Tribeca,1900-08-12T00:00:00.000,Manhattan,10013,"225 West Broadway, Manhattan, NY",40.719303,-74.006241
sidewalk,Buckleys Restaurant,1908-01-04T00:00:00.000,Brooklyn,11229,"2926 Avenue S, Brooklyn, NY",40.605049,-73.942915
both,Angry Wade's Inc.,1900-08-11T00:00:00.000,Brooklyn,11231,"224 Smith Street, Brooklyn, NY",40.684038,-73.992298
both,Two Hands Nolita,1900-06-12T00:00:00.000,Manhattan,10013,"164 Mott St, Manhattan, NY",40.719745,-73.996194
sidewalk,Taverna Kyclades east village,1900-08-15T00:00:00.000,Manhattan,10009,"228  14st , Manhattan, NY",,
sidewalk,RAICES COLOMBIANAS,86-02,Queens,11372,"86-02  37TH AVENUE [ CORNER BLDG ABUTTING 86TH ST ], Queens, NY",40.750147,-73.880439
